2011-08-08,562.98,569.00,544.35,546.02,14978200,273.28
2011-08-09,561.00,574.61,541.01,573.41,12926400,286.99
2011-08-10,561.38,564.12,547.73,549.01,10728400,274.78
2011-08-11,553.82,568.50,548.41,562.13,9651500,281.35
2011-08-12,569.50,570.50,560.40,563.77,6302200,282.17
2011-08-15,553.43,564.99,546.05,557.23,14275500,278.89
2011-08-16,552.43,552.44,530.30,539.00,13864900,269.77
2011-08-17,540.03,543.69,530.77,533.15,8150000,266.84
2011-08-18,523.47,524.89,500.49,504.88,12568800,252.69
2011-08-19,499.34,514.87,490.86,490.92,10809100,245.71
2011-08-22,504.00,507.00,494.53,498.17,9801900,249.33
2011-08-23,503.50,521.41,499.06,518.82,8684900,259.67
2011-08-24,519.33,530.00,517.23,523.29,7181800,261.91
2011-08-25,530.38,537.27,518.30,520.04,6579400,260.28
2011-08-26,519.99,530.45,513.14,526.86,7185400,263.69
2011-08-29,534.56,539.45,533.56,539.08,4666900,269.81
2011-08-30,538.19,542.99,530.81,540.70,5972000,270.62
2011-08-31,544.74,546.30,536.00,540.96,5381200,270.75
2011-09-01,540.75,543.83,531.22,532.50,4826100,266.52
2011-09-02,524.47,527.92,520.73,524.84,4797500,262.68
2011-09-06,510.80,522.76,510.50,522.18,5426100,261.35
2011-09-07,530.45,535.94,527.40,534.03,5506000,267.28
2011-09-08,533.80,539.10,531.90,534.96,4756200,267.75
2011-09-09,531.40,534.65,521.19,524.85,6531000,262.69
2011-09-12,517.96,531.99,517.50,530.12,5335400,265.33
2011-09-13,532.00,533.88,523.40,529.52,4703600,265.03
2011-09-14,532.59,536.95,525.82,532.07,5383400,266.30
2011-09-15,535.50,544.98,534.56,542.56,5915600,271.55
2011-09-16,544.80,546.84,543.14,546.68,7061500,273.61
2011-09-19,540.35,549.90,535.38,546.67,4931800,273.61
2011-09-20,549.40,558.52,542.67,546.63,5552600,273.59
2011-09-21,547.69,555.00,538.86,539.20,5023500,269.87
2011-09-22,526.25,528.78,514.00,520.66,8791700,260.59
2011-09-23,516.56,526.42,514.50,525.51,5549000,263.02
2011-09-26,527.25,532.93,513.25,531.89,5263100,266.21
2011-09-27,538.20,547.05,536.05,539.34,6015700,269.94
2011-09-28,541.50,544.02,527.70,528.84,4522000,264.68
2011-09-29,536.04,537.30,519.41,527.50,5807300,264.01
2011-09-30,520.21,524.00,514.38,515.04,5441700,257.78
2011-10-03,509.85,512.00,495.00,495.52,8939800,248.01
2011-10-04,490.03,503.44,480.60,501.90,8309200,251.20
2011-10-05,496.35,507.80,480.77,504.70,9059100,252.60
2011-10-06,507.50,515.23,502.60,514.71,6841700,257.61
2011-10-07,516.83,520.50,510.30,515.12,5706000,257.82
2011-10-10,525.18,537.47,523.20,537.17,4639700,268.85
2011-10-11,533.46,546.80,533.46,543.18,5701000,271.86
2011-10-12,548.13,555.23,544.63,548.50,6349200,274.52
2011-10-13,550.03,559.00,548.02,558.99,11363800,279.77
2011-10-14,599.47,599.60,587.57,591.68,17042700,296.14
2011-10-17,583.72,591.83,578.00,582.41,8008300,291.50
2011-10-18,580.19,592.56,577.40,590.51,7593900,295.55
2011-10-19,587.34,592.06,579.22,580.70,5857100,290.64
2011-10-20,581.90,588.89,579.51,583.67,6751200,292.13
2011-10-21,589.51,592.75,586.70,590.49,6775200,295.54
2011-10-24,586.72,599.97,586.50,596.42,6846900,298.51
2011-10-25,593.10,595.00,582.85,583.16,5075900,291.87
2011-10-26,589.55,590.18,572.86,586.31,5740400,293.45
2011-10-27,598.42,602.70,593.30,598.67,7553000,299.63
2011-10-28,594.52,602.30,594.25,600.14,5010900,300.37
2011-10-31,595.09,599.69,591.67,592.64,5110400,296.62
2011-11-01,580.10,585.51,576.75,578.65,6243900,289.61
2011-11-02,584.90,587.96,580.48,584.82,4237500,292.70
2011-11-03,587.00,597.50,583.72,597.50,5334200,299.05
2011-11-04,593.50,599.74,592.43,596.14,5663900,298.37
2011-11-07,593.32,608.78,592.23,608.33,6708000,304.47
2011-11-08,609.00,614.37,603.60,612.34,6052700,306.48
2011-11-09,604.26,609.39,598.66,600.95,7414500,300.78
2011-11-10,605.93,605.95,591.56,595.08,5731000,297.84
2011-11-11,601.30,612.09,598.60,608.35,7946000,304.48
2011-11-14,608.00,618.08,607.78,613.00,6371000,306.81
2011-11-15,612.80,618.08,610.50,616.56,5346600,308.59
2011-11-16,612.08,618.30,610.61,611.47,5211700,306.04
2011-11-17,610.05,612.29,596.78,600.87,6979600,300.74
2011-11-18,602.00,604.50,593.75,594.88,6568800,297.74
2011-11-21,587.76,588.50,572.09,580.94,5996500,290.76
2011-11-22,580.00,584.97,575.24,580.00,4805700,290.29
2011-11-23,575.35,580.25,570.11,570.11,4646900,285.34
2011-11-25,565.19,574.27,561.33,563.00,3121600,281.78
2011-11-28,579.37,588.82,576.50,588.19,5652100,294.39
2011-11-29,587.88,590.36,581.33,582.93,3659900,291.76
2011-11-30,597.95,599.51,592.09,599.39,6787200,299.99
2011-12-01,600.00,616.00,599.00,613.77,7233900,307.19
2011-12-02,617.05,624.00,616.26,620.36,8163200,310.49
2011-12-05,627.64,631.90,622.40,625.65,6388600,313.14
2011-12-06,622.99,628.62,620.24,623.77,4648300,312.20
2011-12-07,621.68,625.66,618.10,623.39,4510000,312.01
2011-12-08,621.04,627.45,615.30,616.05,4821300,308.33
2011-12-09,618.00,629.13,617.01,627.42,5526800,314.02
2011-12-12,621.88,626.18,620.29,625.39,4363400,313.01
2011-12-13,628.76,636.56,622.85,625.63,8048300,313.13
2011-12-14,621.85,624.32,612.49,618.07,7799500,309.34
2011-12-15,622.52,624.00,618.69,619.54,4812300,310.08
2011-12-16,624.32,629.32,621.47,625.96,8909600,313.29
2011-12-19,628.01,628.50,620.00,621.83,4282700,311.23
2011-12-20,628.00,631.84,627.99,630.37,4771600,315.50
2011-12-21,630.01,631.82,618.96,625.82,4990800,313.22
2011-12-22,627.95,631.73,627.01,629.70,3640900,315.17
2011-12-23,632.00,634.68,630.56,633.14,2904400,316.89
2011-12-27,632.05,644.49,632.00,640.25,3209500,320.45
2011-12-28,642.75,645.00,638.10,639.70,4250100,320.17
2011-12-29,641.49,643.00,635.20,642.40,3147600,321.52
2011-12-30,642.02,646.76,642.02,645.90,3561000,323.27
